title,difficulty,serves,rating,reviews,vegetarian,vegan,dairy_free,keto,gluten_free,prep_time,cook_time,ingredients,picture_url,methods,recipe_urls,ingredients_dict,standardized_ingredients_dict,serves_dict,makes,servings,total_time
Bubble & squeak Boxing Day brunch,Easy,Serves 2,5 stars out of 5,2 ratings,True,True,False,False,True,Prep:10 mins,,"['paprika roasties', 'coriander seed cabbage', '1 tsp cumin seeds', '1 garlic clove, crushed', '3 tbsp olive oil', '½ lemon, juiced', '1 avocado, sliced', 'chilli flakes, to serve']","https://images.immediate.co.uk/production/volatile/sites/30/2020/08/bubble-squeak-brunch-605142d.jpg?quality=90&resize=440,400","['Roughly mash your cold paprika roasties with a fork, then add the leftover cabbage, cumin seeds, garlic and some seasoning, and mix together. Use your hands to shape the mixture into two patties.', 'Heat the oil in a large frying pan. Fry the patties for 3-4 mins each side until crisp. Or heat an air fryer to 200C. Brush the patties with a little oil and cook in the basket for 8-10 mins, flipping over after 5 mins, until hot throughout. Pour the lemon juice over the avocado. Serve the patties with avocado, a sprinkling of chilli flakes and a good pinch of flaky sea salt.']",https://www.bbcgoodfood.com/recipes/bubble-squeak-brunch,"{'paprika roasties': None, 'coriander seed cabbage': None, 'cumin seeds': '1 tsp', 'garlic clove': '1', 'olive oil': '3 tbsp', 'avocado': '1', 'chilli flakes': None}","{'paprika': None, 'coriander': None, 'cumin': '1 tsp', 'garlic': '1', 'olive oil': '3 tbsp', 'avocado': '1', 'chilli': None}",{'serves': '2'},,2,10
Cheeseboard mac ’n’ cheese with cracker breadcrumbs,Easy,Serves 6,Visit us on Pinterest,2 ratings,False,False,False,False,False,Prep:15 mins,,"['spirali pasta', '25g butter', '1 garlic clove, crushed', '25g plain flour', '450ml whole milk', '1 tbsp Dijon mustard', 'brie,', 'leftover cheeseboard crackers', '50g parmesan or vegetarian alternative', '5g fresh thyme leaves']","https://images.immediate.co.uk/production/volatile/sites/30/2023/11/Mac-n-cheese-50e5b89.jpg?quality=90&resize=556,505","['Cook the pasta following pack instructions, drain and set aside. Heat the oven to 200C/180C fan/gas 6 or an air fryer to 170C.', 'Melt the butter in a saucepan over a medium heat. Once foaming, cook the garlic with a generous pinch each of salt and pepper for 30 seconds until fragrant. Stir in the flour to make a paste.', 'Slowly pour in the milk, a little at a time, stirring continuously until you have a smooth sauce. Remove from the heat and stir in the mustard and cheese until all the cheese has melted. Combine the sauce with the pasta, season well and pour into an ovenproof dish. If using an air fryer cook the pasta in the sauce for 10-15 mins until it is bubbling.', 'Tip the crackers into a food processor and blitz with the parmesan, thyme and a grinding of black pepper. Sprinkle this over the pasta and bake for 25 mins in the oven or for another 5 mins until golden and bubbling in the air fryer.']",https://www.bbcgoodfood.com/recipes/cheeseboard-mac-n-cheese-with-cracker-breadcrumbs,"{'spirali pasta': None, 'butter': '25g', 'garlic clove': '1', 'plain flour': '25g', 'whole milk': '450ml', 'Dijon mustard': '1 tbsp', 'brie': None, 'leftover cheeseboard crackers': None, 'parmesan or vegetarian alternative': '50g', 'fresh thyme leaves': '5g'}","{'pasta': None, 'butter': '25g', 'garlic': '1', 'plain flour': '25g', 'milk': '450ml', 'mustard': '1 tbsp', 'brie': None, 'crackers': None, 'parmesan': '50g', 'thyme': '5g'}",{'serves': '6'},,6,15
"Orange, fennel & wild rice salad",Easy,Serves 8 - 12,5 stars out of 5,2 ratings,True,False,False,False,True,Prep:45 mins,,"['500g carrots (we used purple and orange), peeled, halved and cut into short batons', '1 tbsp olive oil', '100g mixed basmati & wild rice', '75g puy lentils', '3 oranges', 'large fennel bulb, quartered, core removed, thinly sliced', '1 red onion, halved and thinly sliced', 'seedless red grapes', '100g pecans, chopped', 'large handful of  parsley, chopped', 'large handful of mint, chopped', '2 tbsp Dijon mustard', '1 lemon, zested and juiced', '4 tbsp olive oil', '1 tbsp maple syrup']","https://images.immediate.co.uk/production/volatile/sites/30/2020/08/orange-fennel-wild-rice-salad-f12b3b3.jpg?quality=90&resize=440,400","['Heat the oven to 200C/180C fan/gas 6, or if using an air fryer heat it to 190C. Toss the carrots, oil and some seasoning on a large baking tray. Cook for 25-30 mins until tender. While the carrots cook, fill 2 large pans with salted water and bring to the boil. Add the rice to one pan and the lentils to the other. Cook following pack instructions, or until just cooked, then drain and set aside to cool.', 'Zest the oranges over a large bowl. Cut away the peel and pith, then cut along each piece of membrane to remove the segments, catching any juices in the bowl. Set the segments aside. Add the ingredients for the dressing to the orange zest and juice, season and whisk.', 'When the carrots have cooled a little, add to the dressing with the remaining salad ingredients, including the cooked rice, lentils and orange segments. Toss together and serve on a big platter.']",https://www.bbcgoodfood.com/recipes/orange-fennel-wild-rice-salad,"{'carrots': '500g', 'olive oil': '4 tbsp', 'mixed basmati': '100g', 'puy lentils': '75g', 'oranges': '3', 'large fennel bulb': None, 'red onion': '1', 'seedless red grapes': None, 'pecans': '100g', 'large handful of parsley': None, 'large handful of mint': None, 'Dijon mustard': '2 tbsp', 'lemon': '1', 'maple syrup': '1 tbsp'}","{'carrot': '500g', 'olive oil': '4 tbsp', 'puy lentils': '75g', 'orange': '3', 'fennel': None, 'red onion': '1', 'grapes': None, 'pecan': '100g', 'parsley': None, 'mint': None, 'mustard': '2 tbsp', 'lemon': '1', 'maple syrup': '1 tbsp'}",{'serves': '8'},,8 - 12,45
Stollen bites,More effort,Makes 25-36 ,Visit us on Twitter,5 ratings,True,False,False,False,False,Prep:45 mins,,"['sultanas', '300g plain flour, plus extra for dusting', '7g sachet fast-action dried yeast', '1 tbsp caster sugar', 'ground cardamom', '¼ tsp ground nutmeg', '¼ tsp ground cinnamon', '150ml whole milk', '2 tsp vanilla extract', '1 medium egg', '1 lemon, zested', 'glacé cherries,', ' for proving', '250g marzipan', '100g icing sugar, plus extra for dusting', '75g unsalted butter']","https://images.immediate.co.uk/production/volatile/sites/30/2022/10/Stollen-bites-7d606aa.jpg?quality=90&resize=556,505","['Put the sultanas in a heatproof bowl and pour over 100ml hot water from the kettle. Leave to soak for at least 2 hrs, or overnight.', 'Tip the flour, yeast, caster sugar, spices and 1 tsp salt into a large bowl. Heat the milk in a pan over a low heat or microwave until just warm, but do not boil. Whisk the vanilla and egg into the warm milk, and pour into the dry ingredients. Use your hands to combine everything into a soft dough, then tip out onto a work surface and knead for 8-10 mins until soft and springy. (You can also do this in a stand mixer fitted with the dough hook, for 5 mins.)', 'Drain the sultanas well and knead these into the dough along with the lemon zest and cherries until the fruit is evenly distributed. Clean the bowl and lightly oil it, then return the dough to the bowl, cover with a clean tea towel and leave to prove in a warm place for 2 hrs, or until roughly doubled in size. You can also prove in the fridge overnight to enhance the flavour of the dough.', 'Line a 20 x 20cm cake tin with baking parchment. If the dough is chilled, leave it at room temperature for 1 hr before shaping. On a floured work surface, halve it and roll or stretch each piece into a square to fit the tin. Use one piece to line the base, then roll out the marzipan on a surface dusted with icing sugar to the same size as the dough and lay it on top. Lay the second dough square over that, pinching it around the edges to seal in the marzipan. Cover loosely and prove again for 30 mins-1 hr, or until risen slightly. Heat the oven to 180C/160C fan/gas 4 or if using an air fryer, heat to 160C.', 'Bake for 30 mins until golden brown. Leave to cool in the tin for 5-10 mins, then lift out onto a wire rack and leave to cool completely. Once cooled, cut into 25-36 mini squares (use a ruler if you want to be precise). Melt the butter in a small pan over a low heat and use this to brush the tops of the stollen bites, then dust generously with the icing sugar. Leave to set for 30 mins, then serve. Will keep in an airtight container for up to three days.']",https://www.bbcgoodfood.com/recipes/stollen-bites,"{'sultanas': None, 'plain flour': '300g', 'sachet fast-action dried yeast': '7g', 'caster sugar': '1 tbsp', 'ground cardamom': None, 'whole milk': '150ml', 'vanilla extract': '2 tsp', 'medium egg': '1', 'lemon': '1', 'glac': None, 'for proving': None, 'marzipan': '250g', 'icing sugar': '100g', 'unsalted butter': '75g'}","{'sultanas': None, 'plain flour': '300g', 'yeast': '7g', 'caster sugar': '1 tbsp', 'cardamom': None, 'milk': '150ml', 'vanilla extract': '2 tsp', 'egg': '1', 'lemon': '1', 'marzipan': '250g', 'icing sugar': '100g', 'butter': '75g'}",{},25-36,,45
Sumac turkey-stuffed pittas,Easy,Serves 2,5 stars out of 5,9 ratings,False,False,False,False,False,Prep:15 mins,,"['turkey mince', '1 tsp sumac', '1 tsp ground cumin', '1 garlic clove, crushed', '1 lemon, zested and juiced', '1 tbsp olive oil', '¼ white cabbage, finely sliced', 'small bunch of mint, leaves picked and chopped', '½ red onion, finely sliced', 'cucumber,', '3 tbsp pomegranate seeds', 'large pittas,', ' to serve']","https://images.immediate.co.uk/production/volatile/sites/30/2023/03/Sumac-turkey-stuffed-pittas-73482d5.jpg?quality=90&resize=556,505","['Tip the mince, sumac, cumin, garlic and lemon zest into a bowl, season and combine using your hands. Form into 10 small balls, about 30g each. Heat the oil in a pan over a medium heat and fry the balls for 8-10 mins, shaking the pan now and then until browned and cooked. Or if using an air fryer, heat to 180C, brush the meatballs with oil and bake for 10-12 mins, turning halfway through.', 'Combine the cabbage, mint, onion, cucumber and pomegranate seeds with the lemon juice. Season. Stuff the slaw and meatballs into the pittas and serve with the yogurt.']",https://www.bbcgoodfood.com/recipes/sumac-turkey-stuffed-pittas,"{'turkey mince': None, 'sumac': '1 tsp', 'ground cumin': '1 tsp', 'garlic clove': '1', 'lemon': '1', 'olive oil': '1 tbsp', 'small bunch of mint': None, 'cucumber': None, 'pomegranate seeds': '3 tbsp', 'large pittas': None, 'to serve': None}","{'turkey mince': None, 'sumac': '1 tsp', 'cumin': '1 tsp', 'garlic': '1', 'lemon': '1', 'olive oil': '1 tbsp', 'mint': None, 'cucumber': None, 'pomegranate': '3 tbsp'}",{'serves': '2'},,2,15
Red cabbage wedges,Easy,Serves 4,Visit us on Facebook,0 reviews,True,False,False,False,True,Prep:10 mins,,"['1 small  red cabbage, any bruised leaves removed ', 'vegetable oil ', 'cranberry sauce ', 'red wine vinegar ', '2 tsp thyme leaves ']","https://images.immediate.co.uk/production/volatile/sites/30/2024/10/Red-cabbage-wedges-846aae1.jpg?quality=90&resize=440,400","['Trim the base of the cabbage, then cut in half through the core. Using the core to keep the wedges intact, cut each half into 3-4 thin wedges. Use 2 tbsp of the oil to brush the wedges on each side and season well.', 'Transfer to the air fryer, in a single layer if they’ll fit, or with the thinner middle parts overlapping rather than the thicker outside parts if not. Roast at 190C for 30-40 mins until the cores are tender when pierced with a fork.', 'In a small bowl, whisk the remaining oil with the cranberry sauce and vinegar until combined. Brush the wedges with the glaze, flip over and glaze the other side. Drizzle the rest of the glaze over the top. Roast for another 5-10 mins until sticky. Scatter with the thyme to serve.']",https://www.bbcgoodfood.com/recipes/red-cabbage-wedges,"{'small red cabbage': '1', 'vegetable oil': None, 'cranberry sauce': None, 'red wine vinegar': None, 'thyme leaves': '2 tsp'}","{'red cabbage': '1', 'vegetable oil': None, 'cranberry sauce': None, 'red wine vinegar': None, 'thyme': '2 tsp'}",{'serves': '4'},,4,10
Chestnut & apricot festive stuffing,Easy,,Visit us on Facebook,0 reviews,True,False,False,False,False,Prep:15 mins,,"[', for air frying ', 'handful of  sage, finely chopped', 'handful of  thyme, leaves picked', 'sausagemeat ', 'soft white breadcrumbs', 'sherry', '100g chopped dried apricots ', '150g cooked chestnuts  (from a pouch), chopped ', '2 tbsp caramelised red onion chutney', 'grating of nutmeg ', 'mixed spice']","https://images.immediate.co.uk/production/volatile/sites/30/2024/10/Chestnut-and-apricot-festive-stuffing-77312a8.jpg?quality=90&resize=440,400","['If your air fryer has a mesh basket or one with holes, use an enamel dish or baking dish that will fit into the air fryer. Oil the dish well. If your air fryer has a flat-sided basket, oil the base and sides.', 'Tip all the ingredients into a large bowl and mash well with your hands. Season with salt and lots of pepper. Pack the mixture into the dish or air fryer and smooth out the top.', 'Roast at 180C for 25-35 mins (depending on how deep the mixture is) until a metal skewer comes out piping hot when inserted into the middle, or when a cook’s thermometer reaches 70C, and the top is golden. Cover with foil for the last 15 mins if the top is browning too much.']",https://www.bbcgoodfood.com/recipes/chestnut-apricot-festive-stuffing,"{'handful of sage': None, 'handful of thyme': None, 'sausagemeat': None, 'soft white breadcrumbs': None, 'sherry': None, 'chopped dried apricots': '100g', 'cooked chestnuts': '150g', 'caramelised red onion chutney': '2 tbsp', 'grating of nutmeg': None, 'mixed spice': None}","{'sage': None, 'thyme': None, 'sausage': None, 'breadcrumbs': None, 'sherry': None, 'dried apricots': '100g', 'chestnut': '150g', 'red onion': '2 tbsp', 'gratin': None, 'mixed spice': None}",{},,,15
Maple thyme carrots,Easy,Serves 4,Visit us on Facebook,0 reviews,True,False,False,False,True,Prep:10 mins,,"['750g carrots (no need to peel), scrubbed, trimmed and halved lengthways if thick ', '2 tbsp sunflower oil', '2 tbsp maple syrup', '1 tbsp thyme leaves', 'sherry vinegar ']","https://images.immediate.co.uk/production/volatile/sites/30/2024/10/Maple-thyme-carrots-005cda6.jpg?quality=90&resize=440,400","['Heat the air fryer to 180C. Put the carrots in a bowl, drizzle over the oil and season well. Toss to coat, then tip into the air fryer and spread out evenly. Roast for 25-30 mins until the carrots are tender when pierced with a knife and starting to turn golden.', 'Whisk the maple syrup, thyme and vinegar together in a small bowl, then season. Drizzle over the carrots and mix to coat. Roast for another 5-10 mins until sticky and glazed.']",https://www.bbcgoodfood.com/recipes/maple-thyme-carrots,"{'carrots': '750g', 'sunflower oil': '2 tbsp', 'maple syrup': '2 tbsp', 'thyme leaves': '1 tbsp', 'sherry vinegar': None}","{'carrot': '750g', 'sunflower oil': '2 tbsp', 'maple syrup': '2 tbsp', 'thyme': '1 tbsp', 'sherry vinegar': None}",{'serves': '4'},,4,10
Christmas crumble,Easy,Serves 4 - 6,5 stars out of 5,11 ratings,True,False,False,False,False,Prep:25 mins,,"['1kg apples, peeled, cored and chopped', '150g frozen cranberries', '1 tsp ground cinnamon', 'mixed spice', '75g caster sugar', '125g plain flour', '100g cold unsalted butter, cut into cubes', '50g caster sugar', 'mixed spice']","https://images.immediate.co.uk/production/volatile/sites/30/2022/11/Christmas-crumble-c1eff7e.jpg?quality=90&resize=556,505","['Heat the oven to 200C/180C fan/gas 6 or if using an air fryer, heat it to 180C for 3 mins. Tip the apples, cranberries, spices and sugar into a 22cm square baking dish and mix well to combine. If using an air fryer, add 2 tbsp water, cover and cook for 10-12 mins until the fruit is softened.', 'For the crumble, rub the flour and butter together using your fingertips until you have a breadcrumb-like consistency. Stir in the sugar and mixed spice. Sprinkle the crumble in an even layer over the fruit, then bake for 35-40 mins or air fry for 10-15 mins until golden on top and bubbling at the edges. Leave to cool slightly, then serve warm.']",https://www.bbcgoodfood.com/recipes/christmas-crumble,"{'apples': '1kg', 'frozen cranberries': '150g', 'ground cinnamon': '1 tsp', 'mixed spice': None, 'caster sugar': '50g', 'plain flour': '125g', 'cold unsalted butter': '100g'}","{'apple': '1kg', 'cinnamon': '1 tsp', 'mixed spice': None, 'caster sugar': '50g', 'plain flour': '125g', 'butter': '100g'}",{'serves': '4'},,4 - 6,25
Mince pie brownies,Easy,Makes 16,5 stars out of 5,28 ratings,True,False,False,False,False,Prep:35 mins,,"['185g unsalted butter, cubed', '185g high-quality dark chocolate, chopped', '85g plain flour', 'cocoa powder', '3 large eggs', '275g golden caster sugar', 'mince pies', 'icing sugar, for dusting']","https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mince-pie-brownie-ba4664e.jpg?quality=90&resize=440,400","['Melt the butter and chocolate in a medium bowl, either in a microwave – cooking for 1 min on high, then stirring and continuing to heat in 20-second blasts – or by setting the bowl over a pan of simmering water and stirring occasionally. Once melted, leave the mixture to cool.', 'Heat the oven to 180C/160C fan/gas 4. Line the base of a shallow 20cm square tin with non-stick baking parchment. Sieve the flour and cocoa into a medium bowl. Whisk the eggs and sugar with an electric mixer on maximum speed until thick and creamy, about 3-8 mins, or when the mixture runs off the beaters and leaves a trail for a second or two.', 'Pour in the cooled chocolate mixture, then fold together with a rubber spatula in a figure of eight, moving the bowl round until the mixture is a mottled dark brown. Be gentle so you don’t knock out the air.', 'Sift in the cocoa and flour mixture and continue gently folding. The mixture will look dry and dusty, then fudgy. Stop just before you feel you should, as you don’t want to overmix it.', 'If using an air fryer, heat to 160C. Line the base of a shallow square tin that fits into your air fryer basket with baking parchment. Spoon a little mixture into the prepared tin, then add the mince pies, leaving them whole. Scrape over the rest of the mixture, gently easing it between and over the pies. Level the top. Put in the oven for 25 mins or the air fryer for 25-30 mins. If the brownie mixture is very wobbly in the middle, it’s not quite done, so bake for another 5 -10 mins, or until the top has a shiny, papery crust and the sides are just beginning to come away from the tin. Take out of the oven or air fryer and leave to cool in the tin. Dust with icing sugar. Cut into quarters, then cut each quarter into four squares. Will keep in an airtight container for a week and in the freezer for up to a month.']",https://www.bbcgoodfood.com/recipes/mince-pie-brownies,"{'unsalted butter': '185g', 'high-quality dark chocolate': '185g', 'plain flour': '85g', 'cocoa powder': None, 'large eggs': '3', 'golden caster sugar': '275g', 'mince pies': None, 'icing sugar': None}","{'butter': '185g', 'dark chocolate': '185g', 'plain flour': '85g', 'cocoa powder': None, 'egg': '3', 'caster sugar': '275g', 'mince pies': None, 'icing sugar': None}",{'makes': '16'},16,,35
Buttered brussels sprouts,Easy,Serves 4,Visit us on Facebook,0 reviews,True,False,False,False,True,Prep:10 mins,,"['750g brussels sprouts, trimmed and halved ', 'vegetable oil', '2 tbsp  butter ', '½ lemon, zested ']","https://images.immediate.co.uk/production/volatile/sites/30/2024/10/Buttered-brussels-sprouts-6a087ed.jpg?quality=90&resize=440,400","['Toss the sprouts in a bowl with the oil and season. Cook at 180C in the air fryer for 20-25 mins until the edges of the sprouts are starting to turn golden and a fork goes into them easily.', 'Transfer to a warmed serving bowl. Add the butter and lemon zest, then give a final toss to coat in the melted butter just before serving.']",https://www.bbcgoodfood.com/recipes/buttered-brussels-sprouts,"{'brussels sprouts': '750g', 'vegetable oil': None, 'butter': '2 tbsp'}","{'brussels sprouts': '750g', 'vegetable oil': None, 'butter': '2 tbsp'}",{'serves': '4'},,4,10
Creamy potato gratin,Easy,Serves 4,Visit us on Facebook,0 reviews,True,False,False,False,True,Prep:15 mins,,"['1 garlic clove, halved', '1 tbsp butter, softened', '500-600g Maris Piper potatoes, peeled and thinly sliced', '2 tsp thyme leaves', '200ml double cream', '100ml milk', '50g gruyère (or vegetarian alternative), grated']","https://images.immediate.co.uk/production/volatile/sites/30/2024/10/Creamy-potato-gratin-cb5fd6d.jpg?quality=90&resize=440,400","['Get a baking dish that fits snugly into your air fryer. You want it to be as big as possible, while still fitting easily.', 'Rub the cut garlic clove all over the inside of the baking dish. Add the butter and spread it around the dish so that every surface is coated. Layer the potatoes into the dish, seasoning each layer with salt, pepper and a few thyme leaves. Continue layering until the dish is full.', 'Mix the cream and milk together, then pour on top of the potatoes. Cover the dish with foil and bake at 160C in the air fryer for 1 hr.', 'Remove the foil and top with the cheese. Bake for another 20-30 mins until the cheese is golden and bubbling, and the potatoes are completely tender when you insert a knife.']",https://www.bbcgoodfood.com/recipes/creamy-potato-gratin,"{'garlic clove': '1', 'butter': '1 tbsp', 'Maris Piper potatoes': '500-600g', 'thyme leaves': '2 tsp', 'double cream': '200ml', 'milk': '100ml', 'gruy': '50g'}","{'garlic': '1', 'butter': '1 tbsp', 'potato': '500-600g', 'thyme': '2 tsp', 'double cream': '200ml', 'milk': '100ml'}",{'serves': '4'},,4,15
Baked ham hock pots,Serves 4,,5 stars out of 5,9 ratings,False,False,False,False,False,Prep:10 mins,,"['250ml double cream', '1 egg, beaten', ' finely chopped', 'generous grating of nutmeg', 'cooked ham hock,', 'canned potatoes,', '60g mature cheddar, grated', ' to serve']","https://images.immediate.co.uk/production/volatile/sites/30/2022/10/Baked-ham-hock-pots-9d6c230.jpg?quality=90&resize=556,505","['Mix the double cream, egg and chives together in a medium bowl, and season with a generous grating of nutmeg, a pinch of salt and plenty of ground black pepper.', 'Divide the ham hock pieces and chopped potatoes between four ramekins, then top up with the egg and cream mixture. Will keep chilled for up to two days.', 'Heat the oven to 180C/160C fan/gas 4, or if using an air fryer heat to 180C. Sprinkle over the grated cheese, then transfer the ramekins to a baking tray if using an oven or the air fryer basket. Bake for 15-17 mins in the oven or 7-10 mins in the air fryer until golden and set with a slight wobble in the middle. Serve with crusty bread for dunking, if you like.']",https://www.bbcgoodfood.com/recipes/baked-ham-hock-pots,"{'double cream': '250ml', 'egg': '1', 'finely chopped': None, 'generous grating of nutmeg': None, 'cooked ham hock': None, 'canned potatoes': None, 'mature cheddar': '60g', 'to serve': None}","{'double cream': '250ml', 'egg': '1', 'gratin': None, 'ham': None, 'potato': None, 'cheddar': '60g'}",{},,,10
Smoked mackerel on toasted crumpets,Easy,Serves 4,5 stars out of 5,2 ratings,False,False,False,False,False,Prep:15 mins,,"['2 ready-to-eat smoked mackerel fillets', '90g crème fraîche', '½ lemon, juiced', 'dill sprigs', '2 parsley sprigs, finely chopped', '1 Granny Smith apple, cored and cut into matchsticks (optional)', 'crumpets', 'butter, for spreading', 'cucumber', '1-2 radishes, sliced', 'finely chopped chives']","https://images.immediate.co.uk/production/volatile/sites/30/2023/12/Smoked-mackerel-on-toasted-crumpets-8728926.jpg?quality=90&resize=556,505","['Remove the skin from the mackerel and flake the flesh into a bowl. Add the crème fraîche, lemon juice, dill and parsley, and gently mix until well combined. Season to taste, then fold in the apple matchsticks, if using.', 'Toast the crumpets in a toaster or heat your air fryer to 180C for 2 mins before adding your crumpets for 3-4 mins. Remove and generously butter them. Spread the mackerel mixture over the crumpets. Garnish with the sliced cucumber, radishes, and a sprinkle of chives, if you like.']",https://www.bbcgoodfood.com/recipes/smoked-mackerel-on-toasted-crumpets,"{'ready-to-eat smoked mackerel fillets': '2', 'cr': '90g', 'dill sprigs': None, 'parsley sprigs': '2', 'Granny Smith apple': '1', 'crumpets': None, 'butter': None, 'cucumber': None, 'radishes': '1-2', 'finely chopped chives': None}","{'smoked mackerel': '2', 'dill': None, 'parsley': '2', 'apple': '1', 'rump': None, 'butter': None, 'cucumber': None, 'radish': '1-2', 'chives': None}",{'serves': '4'},,4,15
"Fig, burrata & prosciutto tartine",Serves 4,,Visit us on Pinterest,14 ratings,False,False,False,False,False,Prep:5 mins,,"['4 slices of sourdough', 'olive oil, for drizzling', 'fig chutney', 'burrata,', '8 slices of prosciutto or parma ham', '4-6 ripe figs, roughly torn or halved', 'handful of thyme or oregano, leaves picked', 'balsamic vinegar, to serve']","https://images.immediate.co.uk/production/volatile/sites/30/2021/08/Fig-burrata-prosciutto-tartine-99ba997.jpg?quality=90&resize=556,505","['Heat a griddle pan over a high heat or heat the grill to high. Or if using an air fryer, heat to 200C. Drizzle each side of the bread with a little olive oil, then toast in the pan or under the grill for 2 mins, or in the air fryer basket for 4 mins on each side, until golden brown.', 'Spread the fig chutney over the toasted bread. Tear or chop the burrata into chunky pieces and arrange these on the toast, create little nests of prosciutto on top, then add the fig pieces. Sprinkle with the thyme, then drizzle with more olive oil and a little balsamic vinegar.']",https://www.bbcgoodfood.com/recipes/fig-burrata-prosciutto-tartine,"{'slices of sourdough': '4', 'olive oil': None, 'fig chutney': None, 'burrata': None, 'slices of prosciutto or parma ham': '8', 'ripe figs': '4-6', 'handful of thyme or oregano': None, 'balsamic vinegar': None}","{'olive oil': None, 'chutney': None, 'burrata': None, 'prosciutto': '8', 'fig': '4-6', 'oregano': None, 'balsamic vinegar': None}",{},,,5
Korean bibimbap,Easy,Serves 1,Visit us on Twitter,5 ratings,True,False,True,False,False,Prep:20 mins,,"['1 chestnut mushroom, finely sliced', '½ courgette, halved and finely sliced', '¼ carrot, cut into think matchsticks', '40g beansprouts', '30g spinach', 'sesame oil', 'sesame seeds', 'vegetable oil', '1 egg', 'cooked sushi rice ', '2 tbsp  gochujang (Korean red pepper paste)', 'sesame seeds', '1 tsp  caster sugar', 'sesame oil']","https://images.immediate.co.uk/production/volatile/sites/30/2024/09/BibimbapKoreanMixedRice-6a656fe.jpg?quality=90&resize=556,505","['Mix the bibimbap sauce ingredients together in a small bowl with 1 tbsp water and set aside.', 'Put the sliced mushroom, courgette, carrot and beansprouts on a plate. Put a small heatproof bowl or ramekin upside down in the middle of a medium lidded pan. Add enough water to come halfway up the ramekin and bring to a boil. Carefully put the plate of vegetables on top of the ramekin and put a lid on the pan. Steam the vegetables for 3 mins until tender.', 'Meanwhile, put the spinach in a bowl and pour boiling water over the top. Stir to wilt the leaves, then drain and rinse under cold water. Squeeze any excess water from the spinach, then mix in a bowl with the sesame oil, a pinch of salt and sesame seeds. Set aside.', 'Heat the vegetable oil in a frying pan over a high heat. Crack in the egg and fry to your liking.', 'Fill a bowl with the rice. Top with the fried egg, then use tongs to add the steamed vegetables around it. Serve with the bibimbap sauce, a little extra sesame oil and sesame seeds. Mix everything together before eating. Any leftover bibimbap sauce will keep chilled for up to five days.']",https://www.bbcgoodfood.com/recipes/korean-bibimbap,"{'chestnut mushroom': '1', 'beansprouts': '40g', 'spinach': '30g', 'sesame oil': None, 'sesame seeds': None, 'vegetable oil': None, 'egg': '1', 'cooked sushi rice': None, 'gochujang': '2 tbsp', 'caster sugar': '1 tsp'}","{'chestnut': '1', 'beansprouts': '40g', 'spinach': '30g', 'sesame oil': None, 'sesame seeds': None, 'vegetable oil': None, 'egg': '1', 'sushi rice': None, 'gochujang': '2 tbsp', 'caster sugar': '1 tsp'}",{'serves': '1'},,1,20
Black bean sauce,Easy,Makes 280g,Visit us on Instagram,0 reviews,False,False,False,False,False,Prep:15 mins,,"['2 tbsp  vegetable, sunflower or rapeseed oil', '1 tbsp  finely chopped or minced ginger', '2 large  garlic cloves, minced or finely grated', 'dried fermented black beans ', 'Shaoxing wine', '2 tbsp  light soy sauce', '¼ tsp  sugar', 'sesame oil', 'white ground pepper', 'cornflour ']","https://images.immediate.co.uk/production/volatile/sites/30/2024/09/BlackBeanSauce-2051145.jpg?quality=90&resize=556,505","['Put the dried beans into a heatproof bowl and cover with boiling water. Leave to soak for at least 15 mins. Drain, rinse and set aside.', 'Heat the oil in a frying pan over a high heat and cook the ginger and garlic for 2 mins until fragrant, stirring continuously to ensure it doesn’t burn. Stir in the black beans and cook for another minute, then pour in the wine and cook for 1 min.', 'Drizzle in the soy sauce, then add the sugar, sesame oil and a pinch of white ground pepper. Adjust the seasoning to your taste.', ""Pour in 400ml of water and slowly simmer for around 10 mins, until it's reached your preferred texture. The longer you cook it, the softer the beans will become and they will start to disintegrate into the sauce."", 'Combine the cornflour with 1 tbsp water, then add 1 tbsp of this mixture into the beans, bring to the boil until the sauce thickens and becomes translucent. Add a little more water if you want it looser, or more cornflour paste to thicken. Will keep chilled in an airtight, sterilised container for up to a week.']",https://www.bbcgoodfood.com/recipes/black-bean-sauce,"{'vegetable': '2 tbsp', 'finely chopped or minced ginger': '1 tbsp', 'large garlic cloves': '2', 'dried fermented black beans': None, 'Shaoxing wine': None, 'light soy sauce': '2 tbsp', 'sesame oil': None, 'white ground pepper': None, 'cornflour': None}","{'ginger': '1 tbsp', 'cloves': '2', 'black bean': None, 'wine': None, 'soy sauce': '2 tbsp', 'sesame oil': None, 'pepper': None, 'cornflour': None}",{},280g,,15
